Trait	nSNP	overall_p	mscomp	ratio_coveredSNP
20002_1125_Neale_UKBB_1	224	0.693252195603245	PC39 (1e-01)	0.040587062873709
20002_1125_PanUKBB_PanUKBBR1_1	225	0.5169694285338	PC31 (7e-02)	0.0407682551186809
20002_1126_Neale_UKBB_1	224	0.991229957464111	PC28 (1e-01)	0.040587062873709
20002_1126_PanUKBB_PanUKBBR1_1	225	0.893623723223765	PC37 (7e-02)	0.0407682551186809
20002_1134_Neale_UKBB_1	224	0.240970573438094	PC39 (4e-04)	0.040587062873709
20002_1134_PanUKBB_PanUKBBR1_1	225	0.576056252496842	PC39 (2e-02)	0.0407682551186809
20002_1135_Neale_UKBB_1	224	0.421282804970105	PC36 (1e-02)	0.040587062873709
20002_1135_PanUKBB_PanUKBBR1_1	225	0.133353472939291	PC36 (2e-03)	0.0407682551186809
20002_1136_Neale_UKBB_1	224	0.18696113462728	PC36 (1e-01)	0.040587062873709
20002_1136_PanUKBB_PanUKBBR1_1	225	0.410354361225451	PC37 (2e-01)	0.0407682551186809
20002_1137_Neale_UKBB_1	224	0.421814176967702	PC29 (1e-01)	0.040587062873709
20002_1137_PanUKBB_PanUKBBR1_1	225	0.539136458558854	PC39 (4e-02)	0.0407682551186809
20002_1138_Neale_UKBB_1	224	0.960698966338424	PC39 (2e-01)	0.040587062873709
20002_1138_PanUKBB_PanUKBBR1_1	225	0.881370422758138	PC36 (2e-01)	0.0407682551186809
20002_1139_Neale_UKBB_1	224	0.187163788190341	PC39 (9e-02)	0.040587062873709
20002_1139_PanUKBB_PanUKBBR1_1	225	0.209000286132847	PC17 (4e-02)	0.0407682551186809
20002_1142_Neale_UKBB_1	224	0.110343636129559	PC30 (1e-01)	0.040587062873709
20002_1142_PanUKBB_PanUKBBR1_1	225	0.352212377605677	PC30 (1e-01)	0.0407682551186809
20002_1143_Neale_UKBB_1	224	0.583327510541648	PC39 (2e-01)	0.040587062873709
20002_1143_PanUKBB_PanUKBBR1_1	225	0.274769967020906	PC39 (4e-01)	0.0407682551186809
20002_1154_Neale_UKBB_1	224	0.141091516224094	PC38 (3e-03)	0.040587062873709
20002_1154_PanUKBB_PanUKBBR1_1	225	0.0852230056001201	PC38 (2e-03)	0.0407682551186809
20002_1155_Neale_UKBB_1	224	0.741695483250959	PC34 (2e-01)	0.040587062873709
20002_1155_PanUKBB_PanUKBBR1_1	225	0.623888036213334	PC30 (4e-01)	0.0407682551186809
20002_1156_Neale_UKBB_1	224	0.0679540194831492	PC27 (8e-02)	0.040587062873709
20002_1156_PanUKBB_PanUKBBR1_1	225	0.0585485009441441	PC27 (8e-02)	0.0407682551186809
20002_1157_Neale_UKBB_1	224	0.452880702568379	PC33 (4e-02)	0.040587062873709
20002_1157_PanUKBB_PanUKBBR1_1	225	0.750226611496683	PC31 (7e-02)	0.0407682551186809
20002_1158_Neale_UKBB_1	224	0.333341575226181	PC6 (2e-02)	0.040587062873709
20002_1158_PanUKBB_PanUKBBR1_1	225	0.391343720300569	PC23 (5e-02)	0.0407682551186809
20002_1161_Neale_UKBB_1	224	0.952703823708143	PC15 (2e-01)	0.040587062873709
20002_1161_PanUKBB_PanUKBBR1_1	225	0.796400522119889	PC35 (2e-01)	0.0407682551186809
20002_1162_Neale_UKBB_1	224	0.0632384089143806	PC40 (4e-03)	0.040587062873709
20002_1162_PanUKBB_PanUKBBR1_1	225	0.00316803959670248	PC40 (9e-04)	0.0407682551186809
20002_1163_Neale_UKBB_1	224	0.506875687165876	PC29 (2e-02)	0.040587062873709
20002_1163_PanUKBB_PanUKBBR1_1	225	0.688650987161037	PC30 (7e-02)	0.0407682551186809
20002_1165_Neale_UKBB_1	224	0.148039682530243	PC39 (1e-01)	0.040587062873709
20002_1165_PanUKBB_PanUKBBR1_1	225	0.407482322206171	PC39 (6e-02)	0.0407682551186809
20002_1190_Neale_UKBB_1	224	0.2246398894832	PC34 (1e-01)	0.040587062873709
20002_1190_PanUKBB_PanUKBBR1_1	225	0.462944197403566	PC33 (2e-01)	0.0407682551186809
20002_1191_Neale_UKBB_1	224	0.596022394105592	PC32 (1e-01)	0.040587062873709
20002_1191_PanUKBB_PanUKBBR1_1	225	0.604345640133167	PC32 (2e-01)	0.0407682551186809
20002_1192_Neale_UKBB_1	224	0.198254014379722	PC27 (1e-01)	0.040587062873709
20002_1192_PanUKBB_PanUKBBR1_1	225	0.800992646974727	PC27 (1e-01)	0.0407682551186809
20002_1193_Neale_UKBB_1	224	0.0866279315818887	PC39 (1e-03)	0.040587062873709
20002_1193_PanUKBB_PanUKBBR1_1	225	0.152219433209182	PC39 (3e-02)	0.0407682551186809
20002_1194_Neale_UKBB_1	224	0.0442615079919055	PC27 (1e-01)	0.040587062873709
20002_1194_PanUKBB_PanUKBBR1_1	225	0.0432220169017838	PC21 (4e-02)	0.0407682551186809
20002_1196_Neale_UKBB_1	224	0.669108930956491	PC2 (2e-01)	0.040587062873709
20002_1196_PanUKBB_PanUKBBR1_1	225	0.872616411710501	PC36 (2e-01)	0.0407682551186809
20002_1197_Neale_UKBB_1	224	0.0143679692655643	PC34 (2e-02)	0.040587062873709
20002_1197_PanUKBB_PanUKBBR1_1	225	0.00258992775090645	PC34 (9e-02)	0.0407682551186809
20002_1200_Neale_UKBB_1	224	0.885378099167805	PC28 (4e-02)	0.040587062873709
20002_1200_PanUKBB_PanUKBBR1_1	225	0.491543925924844	PC27 (2e-02)	0.0407682551186809
20002_1201_Neale_UKBB_1	224	0.428754979196056	PC31 (2e-02)	0.040587062873709
20002_1201_PanUKBB_PanUKBBR1_1	225	0.405928589207062	PC31 (9e-03)	0.0407682551186809
20002_1202_Neale_UKBB_1	224	0.223819973920014	PC21 (2e-03)	0.040587062873709
20002_1202_PanUKBB_PanUKBBR1_1	225	0.155994517804092	PC21 (2e-03)	0.0407682551186809
20002_1220_Neale_UKBB_1	224	6.03320164784791e-09	PC22 (5e-03)	0.040587062873709
20002_1220_PanUKBB_PanUKBBR1_1	225	2.00053672109216e-08	PC8 (1e-02)	0.0407682551186809
20002_1222_Neale_UKBB_1	224	0.13358438530266	PC33 (1e-02)	0.040587062873709
20002_1222_PanUKBB_PanUKBBR1_1	225	0.0423981611109105	PC33 (4e-03)	0.0407682551186809
20002_1223_Neale_UKBB_1	224	0.0328937123707818	PC21 (2e-03)	0.040587062873709
20002_1223_PanUKBB_PanUKBBR1_1	225	0.0136417970046599	PC21 (9e-03)	0.0407682551186809
20002_1224_Neale_UKBB_1	224	0.4693279112811	PC30 (1e-03)	0.040587062873709
20002_1224_PanUKBB_PanUKBBR1_1	225	0.491229416292391	PC30 (6e-03)	0.0407682551186809
20002_1225_Neale_UKBB_1	224	0.0152427754837279	PC27 (1e-01)	0.040587062873709
20002_1225_PanUKBB_PanUKBBR1_1	225	0.231395204766019	PC16 (3e-01)	0.0407682551186809
20002_1226_Neale_UKBB_1	224	2.45100001100827e-10	PC33 (3e-02)	0.040587062873709
20002_1226_PanUKBB_PanUKBBR1_1	225	5.605542490466e-11	PC36 (6e-03)	0.0407682551186809
20002_1229_Neale_UKBB_1	224	0.310493848603898	PC36 (6e-03)	0.040587062873709
20002_1229_PanUKBB_PanUKBBR1_1	225	0.435704884080414	PC36 (7e-03)	0.0407682551186809
20002_1230_PanUKBB_PanUKBBR1_1	225	0.110157080492999	PC38 (2e-03)	0.0407682551186809
20002_1234_Neale_UKBB_1	224	0.126642205449383	PC31 (5e-02)	0.040587062873709
20002_1234_PanUKBB_PanUKBBR1_1	225	0.123566592464032	PC12 (2e-02)	0.0407682551186809
20002_1238_Neale_UKBB_1	224	0.234813265281994	PC32 (1e-03)	0.040587062873709
20002_1238_PanUKBB_PanUKBBR1_1	225	0.294602447335703	PC32 (2e-03)	0.0407682551186809
20002_1240_Neale_UKBB_1	224	0.257959552647112	PC6 (6e-04)	0.040587062873709
20002_1240_PanUKBB_PanUKBBR1_1	225	0.501633822797839	PC6 (2e-02)	0.0407682551186809
20002_1242_Neale_UKBB_1	224	0.890458912738144	PC31 (2e-02)	0.040587062873709
20002_1242_PanUKBB_PanUKBBR1_1	225	0.744738876989899	PC31 (5e-02)	0.0407682551186809
20002_1243_Neale_UKBB_1	224	0.83999252280207	PC39 (1e-01)	0.040587062873709
20002_1243_PanUKBB_PanUKBBR1_1	225	0.936711582370801	PC27 (1e-01)	0.0407682551186809
20002_1246_Neale_UKBB_1	224	0.0702223229981049	PC29 (2e-04)	0.040587062873709
20002_1246_PanUKBB_PanUKBBR1_1	225	0.14182049747749	PC29 (1e-03)	0.0407682551186809
20002_1247_Neale_UKBB_1	224	0.972360088097087	PC36 (1e-02)	0.040587062873709
20002_1247_PanUKBB_PanUKBBR1_1	225	0.927336978102172	PC36 (2e-02)	0.0407682551186809
20002_1249_Neale_UKBB_1	224	0.995690143708823	PC27 (1e-01)	0.040587062873709
20002_1249_PanUKBB_PanUKBBR1_1	225	0.7626993128749	PC11 (1e-02)	0.0407682551186809
20002_1250_Neale_UKBB_1	224	0.2205364524468	PC34 (1e-02)	0.040587062873709
20002_1250_PanUKBB_PanUKBBR1_1	225	0.144630004137405	PC34 (7e-02)	0.0407682551186809
20002_1251_Neale_UKBB_1	224	0.696996704820189	PC31 (3e-02)	0.040587062873709
20002_1251_PanUKBB_PanUKBBR1_1	225	0.63335927808153	PC18 (2e-02)	0.0407682551186809
20002_1254_Neale_UKBB_1	224	0.8649802473577	PC23 (4e-02)	0.040587062873709
20002_1254_PanUKBB_PanUKBBR1_1	225	0.859641928897343	PC23 (3e-02)	0.0407682551186809
20002_1255_Neale_UKBB_1	224	0.494528845334052	PC23 (2e-01)	0.040587062873709
20002_1255_PanUKBB_PanUKBBR1_1	225	0.736834596823067	PC30 (3e-02)	0.0407682551186809
20002_1256_Neale_UKBB_1	224	0.972693170524981	PC33 (2e-01)	0.040587062873709
20002_1256_PanUKBB_PanUKBBR1_1	225	0.952460411951339	PC16 (1e-01)	0.0407682551186809
20002_1257_Neale_UKBB_1	224	0.523325657222499	PC36 (2e-01)	0.040587062873709
20002_1257_PanUKBB_PanUKBBR1_1	225	0.310689453375535	PC27 (8e-02)	0.0407682551186809
20002_1258_Neale_UKBB_1	224	0.0845346517622447	PC39 (1e-02)	0.040587062873709
20002_1258_PanUKBB_PanUKBBR1_1	225	0.367803283338625	PC39 (3e-02)	0.0407682551186809
20002_1261_Neale_UKBB_1	224	0.0871732020694087	PC27 (4e-04)	0.040587062873709
20002_1261_PanUKBB_PanUKBBR1_1	225	0.0700670071629056	PC27 (4e-04)	0.0407682551186809
20002_1262_Neale_UKBB_1	224	0.531183905815596	PC37 (3e-02)	0.040587062873709
20002_1262_PanUKBB_PanUKBBR1_1	225	0.296465470825439	PC11 (4e-02)	0.0407682551186809
20002_1263_PanUKBB_PanUKBBR1_1	225	0.191434275669933	PC2 (5e-02)	0.0407682551186809
20002_1264_Neale_UKBB_1	224	0.706722107542557	PC23 (1e-02)	0.040587062873709
20002_1264_PanUKBB_PanUKBBR1_1	225	0.743906167908924	PC30 (4e-02)	0.0407682551186809
20002_1265_Neale_UKBB_1	224	0.00110357442410101	PC21 (7e-03)	0.040587062873709
20002_1265_PanUKBB_PanUKBBR1_1	225	0.00283389707780859	PC21 (8e-02)	0.0407682551186809
20002_1266_Neale_UKBB_1	224	0.407025121494945	PC18 (1e-01)	0.040587062873709
20002_1266_PanUKBB_PanUKBBR1_1	225	0.691638872215442	PC33 (2e-01)	0.0407682551186809
20002_1267_Neale_UKBB_1	224	0.861744066722796	PC31 (8e-02)	0.040587062873709
20002_1267_PanUKBB_PanUKBBR1_1	225	0.879100996736703	PC29 (6e-02)	0.0407682551186809
20002_1274_Neale_UKBB_1	224	0.409856905062224	PC28 (3e-02)	0.040587062873709
20002_1274_PanUKBB_PanUKBBR1_1	225	0.328744830099257	PC36 (6e-02)	0.0407682551186809
20002_1275_Neale_UKBB_1	224	0.253513112522702	PC12 (4e-02)	0.040587062873709
20002_1275_PanUKBB_PanUKBBR1_1	225	0.360945080462183	PC39 (8e-02)	0.0407682551186809
20002_1276_Neale_UKBB_1	224	0.0938209835837907	PC20 (2e-02)	0.040587062873709
20002_1276_PanUKBB_PanUKBBR1_1	225	0.261282240831497	PC21 (4e-02)	0.0407682551186809
20002_1277_Neale_UKBB_1	224	0.039563027805066	PC36 (2e-02)	0.040587062873709
20002_1277_PanUKBB_PanUKBBR1_1	225	0.158405477008218	PC16 (7e-02)	0.0407682551186809
20002_1278_Neale_UKBB_1	224	0.109362087698761	PC21 (7e-03)	0.040587062873709
20002_1278_PanUKBB_PanUKBBR1_1	225	0.0676367337255721	PC21 (2e-02)	0.0407682551186809
20002_1279_Neale_UKBB_1	224	0.00559137968734554	PC21 (6e-02)	0.040587062873709
20002_1279_PanUKBB_PanUKBBR1_1	225	0.0256820042474238	PC27 (2e-02)	0.0407682551186809
20002_1281_Neale_UKBB_1	224	0.703842575247811	PC28 (1e-01)	0.040587062873709
20002_1281_PanUKBB_PanUKBBR1_1	225	0.299722015802916	PC34 (2e-01)	0.0407682551186809
20002_1282_Neale_UKBB_1	224	0.936498901300373	PC32 (7e-02)	0.040587062873709
20002_1282_PanUKBB_PanUKBBR1_1	225	0.713125005647323	PC36 (8e-02)	0.0407682551186809
20002_1286_Neale_UKBB_1	224	0.0123649684385065	PC30 (7e-02)	0.040587062873709
20002_1286_PanUKBB_PanUKBBR1_1	225	0.0256542736699574	PC16 (6e-02)	0.0407682551186809
20002_1287_Neale_UKBB_1	224	0.210223414516175	PC21 (2e-01)	0.040587062873709
20002_1287_PanUKBB_PanUKBBR1_1	225	0.478473869310129	PC34 (1e-01)	0.0407682551186809
20002_1288_Neale_UKBB_1	224	0.206480125817932	PC29 (2e-02)	0.040587062873709
20002_1288_PanUKBB_PanUKBBR1_1	225	0.180229372469238	PC29 (3e-02)	0.0407682551186809
20002_1289_Neale_UKBB_1	224	0.474542764140466	PC34 (2e-02)	0.040587062873709
20002_1289_PanUKBB_PanUKBBR1_1	225	0.435941201782219	PC20 (3e-02)	0.0407682551186809
20002_1290_Neale_UKBB_1	224	0.93473821883056	PC8 (5e-02)	0.040587062873709
20002_1290_PanUKBB_PanUKBBR1_1	225	0.864239453951361	PC8 (5e-02)	0.0407682551186809
20002_1291_Neale_UKBB_1	224	0.0778241785481871	PC39 (2e-01)	0.040587062873709
20002_1291_PanUKBB_PanUKBBR1_1	225	0.170168659590845	PC39 (2e-01)	0.0407682551186809
20002_1293_Neale_UKBB_1	224	0.542551410274589	PC39 (1e-01)	0.040587062873709
20002_1293_PanUKBB_PanUKBBR1_1	225	0.231178962831154	PC36 (2e-02)	0.0407682551186809
20002_1294_Neale_UKBB_1	224	0.147074999132121	PC29 (7e-02)	0.040587062873709
20002_1294_PanUKBB_PanUKBBR1_1	225	0.473812091736847	PC37 (7e-02)	0.0407682551186809
20002_1295_Neale_UKBB_1	224	0.982642449268352	PC33 (2e-01)	0.040587062873709
20002_1295_PanUKBB_PanUKBBR1_1	225	0.920785113720195	PC36 (5e-02)	0.0407682551186809
20002_1297_Neale_UKBB_1	224	0.651845182555226	PC39 (2e-01)	0.040587062873709
20002_1297_PanUKBB_PanUKBBR1_1	225	0.578264834783033	PC29 (3e-01)	0.0407682551186809
20002_1308_Neale_UKBB_1	224	0.0231901657017397	PC30 (6e-03)	0.040587062873709
20002_1308_PanUKBB_PanUKBBR1_1	225	0.0396054016143768	PC30 (2e-03)	0.0407682551186809
20002_1309_Neale_UKBB_1	224	0.100539985085178	PC37 (2e-01)	0.040587062873709
20002_1309_PanUKBB_PanUKBBR1_1	225	0.0636642916587418	PC37 (1e-01)	0.0407682551186809
20002_1311_Neale_UKBB_1	224	0.251231209105073	PC11 (8e-03)	0.040587062873709
20002_1311_PanUKBB_PanUKBBR1_1	225	0.35647374189949	PC37 (1e-02)	0.0407682551186809
20002_1312_Neale_UKBB_1	224	0.68010320240667	PC12 (2e-01)	0.040587062873709
20002_1312_PanUKBB_PanUKBBR1_1	225	0.924998412139141	PC12 (2e-01)	0.0407682551186809
20002_1313_Neale_UKBB_1	224	0.175270361027733	PC34 (1e-01)	0.040587062873709
20002_1313_PanUKBB_PanUKBBR1_1	225	0.416469245226917	PC32 (8e-02)	0.0407682551186809
20002_1322_Neale_UKBB_1	224	0.35632641951434	PC12 (1e-01)	0.040587062873709
20002_1322_PanUKBB_PanUKBBR1_1	225	0.195795896378356	PC39 (4e-02)	0.0407682551186809
20002_1327_Neale_UKBB_1	224	0.567324721897694	PC33 (2e-01)	0.040587062873709
20002_1327_PanUKBB_PanUKBBR1_1	225	0.247323704252415	PC33 (3e-01)	0.0407682551186809
20002_1330_Neale_UKBB_1	224	0.633293078855443	PC34 (2e-01)	0.040587062873709
20002_1330_PanUKBB_PanUKBBR1_1	225	0.707930482295309	PC33 (1e-01)	0.0407682551186809
20002_1331_Neale_UKBB_1	224	0.0425631021195364	PC14 (5e-02)	0.040587062873709
20002_1331_PanUKBB_PanUKBBR1_1	225	0.0170985292000134	PC14 (1e-02)	0.0407682551186809
20002_1371_Neale_UKBB_1	224	0.0545204597031159	PC8 (3e-02)	0.040587062873709
20002_1371_PanUKBB_PanUKBBR1_1	225	0.220780143241499	PC33 (7e-02)	0.0407682551186809
20002_1372_Neale_UKBB_1	224	0.882006256841691	PC29 (2e-01)	0.040587062873709
20002_1372_PanUKBB_PanUKBBR1_1	225	0.478329165904765	PC23 (5e-02)	0.0407682551186809
20002_1373_Neale_UKBB_1	224	0.188415224654397	PC21 (2e-02)	0.040587062873709
20002_1373_PanUKBB_PanUKBBR1_1	225	0.304563329335495	PC21 (4e-02)	0.0407682551186809
20002_1374_Neale_UKBB_1	224	0.747931860447017	PC8 (5e-02)	0.040587062873709
20002_1374_PanUKBB_PanUKBBR1_1	225	0.4702292468879	PC39 (2e-02)	0.0407682551186809
20002_1377_Neale_UKBB_1	224	0.00490677919430903	PC20 (2e-02)	0.040587062873709
20002_1377_PanUKBB_PanUKBBR1_1	225	0.00401644868141508	PC6 (6e-03)	0.0407682551186809
20002_1381_Neale_UKBB_1	224	0.93829408225117	PC15 (1e-02)	0.040587062873709
20002_1381_PanUKBB_PanUKBBR1_1	225	0.848895170857886	PC29 (1e-02)	0.0407682551186809
20002_1382_Neale_UKBB_1	224	0.0494634919569928	PC8 (9e-03)	0.040587062873709
20002_1382_PanUKBB_PanUKBBR1_1	225	0.091842626456134	PC8 (2e-02)	0.0407682551186809
20002_1384_Neale_UKBB_1	224	0.849100658631579	PC31 (5e-02)	0.040587062873709
20002_1384_PanUKBB_PanUKBBR1_1	225	0.892676574404932	PC31 (6e-02)	0.0407682551186809
20002_1385_Neale_UKBB_1	224	0.319471698903342	PC23 (1e-01)	0.040587062873709
20002_1385_PanUKBB_PanUKBBR1_1	225	0.455256953671226	PC23 (1e-01)	0.0407682551186809
20002_1386_Neale_UKBB_1	224	0.612280594299281	PC23 (2e-03)	0.040587062873709
20002_1386_PanUKBB_PanUKBBR1_1	225	0.326704340004662	PC35 (1e-03)	0.0407682551186809
20002_1387_Neale_UKBB_1	224	0.647343200373772	PC36 (2e-02)	0.040587062873709
20002_1387_PanUKBB_PanUKBBR1_1	225	0.0225109149083809	PC29 (1e-02)	0.0407682551186809
20002_1394_Neale_UKBB_1	224	0.642265995793706	PC40 (2e-02)	0.040587062873709
20002_1394_PanUKBB_PanUKBBR1_1	225	0.429236829982363	PC40 (5e-02)	0.0407682551186809
20002_1398_Neale_UKBB_1	224	0.770981160687656	PC20 (4e-02)	0.040587062873709
20002_1398_PanUKBB_PanUKBBR1_1	225	0.681998169504171	PC20 (5e-02)	0.0407682551186809
20002_1400_Neale_UKBB_1	224	0.461156294715379	PC17 (6e-02)	0.040587062873709
20002_1400_PanUKBB_PanUKBBR1_1	225	0.495372778343527	PC17 (9e-02)	0.0407682551186809
20002_1405_Neale_UKBB_1	224	0.554472801311818	PC40 (1e-01)	0.040587062873709
20002_1405_PanUKBB_PanUKBBR1_1	225	0.64831700879868	PC37 (2e-01)	0.0407682551186809
20002_1406_Neale_UKBB_1	224	0.1648920701607	PC27 (2e-01)	0.040587062873709
20002_1406_PanUKBB_PanUKBBR1_1	225	0.472108162645416	PC30 (2e-01)	0.0407682551186809
20002_1407_Neale_UKBB_1	224	0.981019478044796	PC2 (1e-01)	0.040587062873709
20002_1407_PanUKBB_PanUKBBR1_1	225	0.982036983144301	PC2 (1e-01)	0.0407682551186809
20002_1408_Neale_UKBB_1	224	0.0490387309212076	PC28 (2e-02)	0.040587062873709
20002_1408_PanUKBB_PanUKBBR1_1	225	0.0186356668283389	PC6 (4e-02)	0.0407682551186809
20002_1412_Neale_UKBB_1	224	0.652556971688593	PC9 (6e-03)	0.040587062873709
20002_1412_PanUKBB_PanUKBBR1_1	225	0.848001612372427	PC9 (2e-02)	0.0407682551186809
20002_1413_Neale_UKBB_1	224	0.30809749080354	PC11 (3e-03)	0.040587062873709
20002_1413_PanUKBB_PanUKBBR1_1	225	0.606453540928852	PC11 (4e-02)	0.0407682551186809
20002_1414_Neale_UKBB_1	224	0.766111442231815	PC39 (8e-03)	0.040587062873709
20002_1414_PanUKBB_PanUKBBR1_1	225	0.398277259711789	PC39 (5e-03)	0.0407682551186809
20002_1415_Neale_UKBB_1	224	0.962619273757779	PC39 (1e-01)	0.040587062873709
20002_1415_PanUKBB_PanUKBBR1_1	225	0.68991717931599	PC27 (4e-02)	0.0407682551186809
20002_1416_Neale_UKBB_1	224	0.613392432366572	PC34 (9e-02)	0.040587062873709
20002_1416_PanUKBB_PanUKBBR1_1	225	0.744548974371446	PC36 (5e-02)	0.0407682551186809
20002_1417_Neale_UKBB_1	224	0.156429091704004	PC27 (3e-01)	0.040587062873709
20002_1417_PanUKBB_PanUKBBR1_1	225	0.09780697872012	PC14 (1e-01)	0.0407682551186809
20002_1419_Neale_UKBB_1	224	0.199206295761262	PC31 (2e-01)	0.040587062873709
20002_1419_PanUKBB_PanUKBBR1_1	225	0.240297509095284	PC31 (1e-01)	0.0407682551186809
20002_1420_Neale_UKBB_1	224	0.309478504671703	PC21 (3e-02)	0.040587062873709
20002_1420_PanUKBB_PanUKBBR1_1	225	0.498003394898203	PC21 (1e-01)	0.0407682551186809
20002_1421_Neale_UKBB_1	224	0.244004864787394	PC15 (2e-02)	0.040587062873709
20002_1421_PanUKBB_PanUKBBR1_1	225	0.190936468538417	PC29 (9e-03)	0.0407682551186809
