Trait	nSNP	overall_p	mscomp	ratio_coveredSNP
20002_1077_PanUKBB_PanUKBBR2_1	5519	0.930835365382898	PC17 (3e-02)	1
20002_1078_Neale_UKBB_1	5519	0.74064378213671	PC33 (1e-02)	1
20002_1078_PanUKBB_PanUKBBR1_1	225	0.607511011691623	PC34 (6e-02)	0.0407682551186809
20002_1078_PanUKBB_PanUKBBR2_1	5519	0.555367216527289	PC33 (2e-02)	1
20002_1079_Neale_UKBB_1	5519	0.0382481762778269	PC18 (9e-03)	1
20002_1079_PanUKBB_PanUKBBR1_1	225	0.251797264609942	PC32 (3e-01)	0.0407682551186809
20002_1079_PanUKBB_PanUKBBR2_1	5519	0.00975333493173652	PC27 (6e-03)	1
20002_1080_Neale_UKBB_1	5519	0.00617466538835723	PC39 (3e-03)	1
20002_1080_PanUKBB_PanUKBBR1_1	225	0.244285044472652	PC27 (2e-01)	0.0407682551186809
20002_1080_PanUKBB_PanUKBBR2_1	5519	0.0278320587147048	PC29 (4e-03)	1
20002_1081_Neale_UKBB_1	5519	1.66984703262627e-05	PC5 (1e-05)	1
20002_1081_PanUKBB_PanUKBBR1_1	225	0.799601475496769	PC40 (3e-02)	0.0407682551186809
20002_1081_PanUKBB_PanUKBBR2_1	5519	0.00161022127560521	PC16 (4e-05)	1
20002_1082_Neale_UKBB_1	5519	0.380929531462984	PC22 (2e-04)	1
20002_1082_PanUKBB_PanUKBBR1_1	225	0.245861302471907	PC40 (2e-01)	0.0407682551186809
20002_1082_PanUKBB_PanUKBBR2_1	5519	0.511814119255245	PC22 (1e-04)	1
20002_1083_Neale_UKBB_1	5519	0.495253423915415	PC27 (9e-04)	1
20002_1083_PanUKBB_PanUKBBR1_1	225	0.82431299907935	PC2 (2e-01)	0.0407682551186809
20002_1083_PanUKBB_PanUKBBR2_1	5519	0.25098088551839	PC27 (1e-03)	1
20002_1086_Neale_UKBB_1	5519	0.611635388541304	PC18 (5e-03)	1
20002_1086_PanUKBB_PanUKBBR1_1	225	0.502318292521102	PC32 (5e-02)	0.0407682551186809
20002_1086_PanUKBB_PanUKBBR2_1	5519	0.387512071661198	PC18 (1e-02)	1
20002_1087_Neale_UKBB_1	5519	0.135685508126498	PC28 (1e-02)	1
20002_1087_PanUKBB_PanUKBBR1_1	225	0.00100894474487372	PC21 (4e-06)	0.0407682551186809
20002_1087_PanUKBB_PanUKBBR2_1	5518	0.0336797626953668	PC32 (1e-02)	0.999818807755028
20002_1093_Neale_UKBB_1	5519	1.22375334775192e-11	PC16 (5e-07)	1
20002_1093_PanUKBB_PanUKBBR1_1	225	0.0936551932397576	PC30 (6e-02)	0.0407682551186809
20002_1093_PanUKBB_PanUKBBR2_1	5518	1.14934847394471e-12	PC16 (3e-07)	0.999818807755028
20002_1094_Neale_UKBB_1	5519	1.10807697475101e-25	PC16 (5e-11)	1
20002_1094_PanUKBB_PanUKBBR1_1	225	4.16440496591413e-06	PC31 (8e-03)	0.0407682551186809
20002_1094_PanUKBB_PanUKBBR2_1	5519	1.35399736727527e-29	PC16 (2e-12)	1
20002_1111_Neale_UKBB_1	5519	1.47017253998094e-05	PC22 (3e-04)	1
20002_1111_PanUKBB_PanUKBBR1_1	225	4.96800717456024e-09	PC31 (1e-08)	0.0407682551186809
20002_1111_PanUKBB_PanUKBBR2_1	5519	5.66868502141185e-09	PC22 (3e-06)	1
20002_1112_Neale_UKBB_1	5519	0.509586052367771	PC16 (5e-02)	1
20002_1112_PanUKBB_PanUKBBR1_1	225	0.520348583657197	PC21 (1e-02)	0.0407682551186809
20002_1112_PanUKBB_PanUKBBR2_1	5519	0.455587358381499	PC1 (2e-02)	1
20002_1113_Neale_UKBB_1	5519	0.386925178467615	PC2 (1e-02)	1
20002_1113_PanUKBB_PanUKBBR1_1	225	0.771052916920312	PC13 (1e-01)	0.0407682551186809
20002_1113_PanUKBB_PanUKBBR2_1	5519	0.116459918730216	PC2 (1e-02)	1
20002_1114_Neale_UKBB_1	5519	0.568481928328503	PC38 (8e-03)	1
20002_1114_PanUKBB_PanUKBBR1_1	225	0.968645587608434	PC12 (2e-01)	0.0407682551186809
20002_1114_PanUKBB_PanUKBBR2_1	5519	0.54674482402494	PC9 (4e-02)	1
20002_1115_Neale_UKBB_1	5519	0.635053057140584	PC37 (2e-02)	1
20002_1115_PanUKBB_PanUKBBR1_1	225	0.53177680596516	PC14 (3e-02)	0.0407682551186809
20002_1115_PanUKBB_PanUKBBR2_1	5519	0.65024365866425	PC37 (1e-02)	1
20002_1117_Neale_UKBB_1	5519	0.925680803940589	PC3 (1e-02)	1
20002_1117_PanUKBB_PanUKBBR1_1	225	0.478666734016641	PC36 (8e-02)	0.0407682551186809
20002_1117_PanUKBB_PanUKBBR2_1	5519	0.945398739068039	PC2 (1e-02)	1
20002_1120_Neale_UKBB_1	5519	0.000225781119084101	PC27 (3e-03)	1
20002_1120_PanUKBB_PanUKBBR1_1	225	0.679008618769895	PC8 (2e-01)	0.0407682551186809
20002_1120_PanUKBB_PanUKBBR2_1	5519	0.00799114349686443	PC27 (2e-03)	1
20002_1121_PanUKBB_PanUKBBR1_1	225	0.543542734694613	PC35 (3e-02)	0.0407682551186809
20002_1121_PanUKBB_PanUKBBR2_1	5519	0.807853073665977	PC38 (1e-03)	1
20002_1123_Neale_UKBB_1	5519	0.480206746366539	PC24 (6e-02)	1
20002_1123_PanUKBB_PanUKBBR1_1	225	0.184325101658278	PC23 (1e-02)	0.0407682551186809
20002_1123_PanUKBB_PanUKBBR2_1	5519	0.350741782715172	PC24 (5e-02)	1
20002_1125_Neale_UKBB_1	5519	0.946310979734157	PC1 (7e-02)	1
20002_1125_PanUKBB_PanUKBBR1_1	225	0.5169694285338	PC31 (7e-02)	0.0407682551186809
20002_1125_PanUKBB_PanUKBBR2_1	5519	0.407090749442578	PC37 (4e-02)	1
20002_1126_Neale_UKBB_1	5519	0.0509004659830286	PC20 (1e-02)	1
20002_1126_PanUKBB_PanUKBBR1_1	225	0.893623723223765	PC37 (7e-02)	0.0407682551186809
20002_1126_PanUKBB_PanUKBBR2_1	5519	0.146055787942629	PC20 (3e-03)	1
20002_1134_Neale_UKBB_1	5519	0.652051357035415	PC19 (5e-02)	1
20002_1134_PanUKBB_PanUKBBR1_1	225	0.576056252496842	PC39 (2e-02)	0.0407682551186809
20002_1134_PanUKBB_PanUKBBR2_1	5519	0.930459686003529	PC19 (4e-02)	1
20002_1135_Neale_UKBB_1	5519	0.911608207044689	PC24 (4e-02)	1
20002_1135_PanUKBB_PanUKBBR1_1	225	0.133353472939291	PC36 (2e-03)	0.0407682551186809
20002_1135_PanUKBB_PanUKBBR2_1	5519	0.965692712597789	PC16 (1e-01)	1
20002_1136_Neale_UKBB_1	5519	0.0534186868628792	PC6 (4e-03)	1
20002_1136_PanUKBB_PanUKBBR1_1	225	0.410354361225451	PC37 (2e-01)	0.0407682551186809
20002_1136_PanUKBB_PanUKBBR2_1	5519	0.113781184862588	PC6 (1e-02)	1
20002_1137_Neale_UKBB_1	5519	0.0341680298189099	PC29 (4e-03)	1
20002_1137_PanUKBB_PanUKBBR1_1	225	0.539136458558854	PC39 (4e-02)	0.0407682551186809
20002_1137_PanUKBB_PanUKBBR2_1	5519	0.0732053197280368	PC29 (7e-03)	1
20002_1138_Neale_UKBB_1	5519	0.649851367893883	PC9 (2e-02)	1
20002_1138_PanUKBB_PanUKBBR1_1	225	0.881370422758138	PC36 (2e-01)	0.0407682551186809
20002_1138_PanUKBB_PanUKBBR2_1	5519	0.34993635846172	PC9 (4e-02)	1
20002_1139_Neale_UKBB_1	5519	0.0260150979090762	PC23 (2e-03)	1
20002_1139_PanUKBB_PanUKBBR1_1	225	0.209000286132847	PC17 (4e-02)	0.0407682551186809
20002_1139_PanUKBB_PanUKBBR2_1	5519	0.000271662807520853	PC15 (9e-04)	1
20002_1142_Neale_UKBB_1	5519	0.45855112515623	PC30 (2e-02)	1
20002_1142_PanUKBB_PanUKBBR1_1	225	0.352212377605677	PC30 (1e-01)	0.0407682551186809
20002_1142_PanUKBB_PanUKBBR2_1	5519	0.171347848831747	PC30 (2e-02)	1
20002_1143_Neale_UKBB_1	5519	0.329245938038345	PC4 (4e-02)	1
20002_1143_PanUKBB_PanUKBBR1_1	225	0.274769967020906	PC39 (4e-01)	0.0407682551186809
20002_1143_PanUKBB_PanUKBBR2_1	5519	0.230197269516247	PC4 (3e-02)	1
20002_1154_Neale_UKBB_1	5519	0.467393632173512	PC21 (5e-02)	1
20002_1154_PanUKBB_PanUKBBR1_1	225	0.0852230056001201	PC38 (2e-03)	0.0407682551186809
20002_1154_PanUKBB_PanUKBBR2_1	5519	0.555139546114458	PC38 (7e-02)	1
20002_1155_Neale_UKBB_1	5519	0.90871598443821	PC38 (2e-02)	1
20002_1155_PanUKBB_PanUKBBR1_1	225	0.623888036213334	PC30 (4e-01)	0.0407682551186809
20002_1155_PanUKBB_PanUKBBR2_1	5519	0.847180361180844	PC22 (3e-02)	1
20002_1156_Neale_UKBB_1	5519	0.138525813165271	PC7 (5e-03)	1
20002_1156_PanUKBB_PanUKBBR1_1	225	0.0585485009441441	PC27 (8e-02)	0.0407682551186809
20002_1156_PanUKBB_PanUKBBR2_1	5519	0.258843022645032	PC7 (1e-02)	1
20002_1157_Neale_UKBB_1	5519	0.476276191807068	PC1 (5e-03)	1
20002_1157_PanUKBB_PanUKBBR1_1	225	0.750226611496683	PC31 (7e-02)	0.0407682551186809
20002_1157_PanUKBB_PanUKBBR2_1	5519	0.691144066863182	PC1 (2e-02)	1
20002_1158_Neale_UKBB_1	5519	0.474066886606204	PC30 (2e-02)	1
20002_1158_PanUKBB_PanUKBBR1_1	225	0.391343720300569	PC23 (5e-02)	0.0407682551186809
20002_1158_PanUKBB_PanUKBBR2_1	5519	0.692292797126328	PC29 (8e-02)	1
20002_1161_Neale_UKBB_1	5519	0.181099018372159	PC1 (8e-04)	1
20002_1161_PanUKBB_PanUKBBR1_1	225	0.796400522119889	PC35 (2e-01)	0.0407682551186809
20002_1161_PanUKBB_PanUKBBR2_1	5519	0.499100269708355	PC1 (9e-03)	1
20002_1162_Neale_UKBB_1	5519	3.60359152549733e-06	PC19 (2e-04)	1
20002_1162_PanUKBB_PanUKBBR1_1	225	0.00316803959670248	PC40 (9e-04)	0.0407682551186809
20002_1162_PanUKBB_PanUKBBR2_1	5519	1.94413633660666e-06	PC11 (3e-04)	1
20002_1163_Neale_UKBB_1	5519	0.262578300666446	PC16 (6e-03)	1
20002_1163_PanUKBB_PanUKBBR1_1	225	0.688650987161037	PC30 (7e-02)	0.0407682551186809
20002_1163_PanUKBB_PanUKBBR2_1	5519	0.0545102257250974	PC16 (3e-03)	1
20002_1165_Neale_UKBB_1	5519	0.182573314276852	PC30 (8e-03)	1
20002_1165_PanUKBB_PanUKBBR1_1	225	0.407482322206171	PC39 (6e-02)	0.0407682551186809
20002_1165_PanUKBB_PanUKBBR2_1	5519	0.232899310441334	PC30 (9e-03)	1
20002_1190_Neale_UKBB_1	5519	0.394001388475338	PC29 (3e-02)	1
20002_1190_PanUKBB_PanUKBBR1_1	225	0.462944197403566	PC33 (2e-01)	0.0407682551186809
20002_1190_PanUKBB_PanUKBBR2_1	5519	0.137728744867593	PC28 (1e-02)	1
20002_1191_Neale_UKBB_1	5519	0.769172458592003	PC27 (4e-02)	1
20002_1191_PanUKBB_PanUKBBR1_1	225	0.604345640133167	PC32 (2e-01)	0.0407682551186809
20002_1191_PanUKBB_PanUKBBR2_1	5519	0.807002385908842	PC27 (3e-02)	1
20002_1192_Neale_UKBB_1	5519	0.885560735874709	PC4 (3e-02)	1
20002_1192_PanUKBB_PanUKBBR1_1	225	0.800992646974727	PC27 (1e-01)	0.0407682551186809
20002_1192_PanUKBB_PanUKBBR2_1	5519	0.535570210400344	PC40 (1e-02)	1
20002_1193_Neale_UKBB_1	5519	0.412663508252915	PC38 (6e-02)	1
20002_1193_PanUKBB_PanUKBBR1_1	225	0.152219433209182	PC39 (3e-02)	0.0407682551186809
20002_1193_PanUKBB_PanUKBBR2_1	5519	0.395309539251308	PC38 (1e-01)	1
20002_1194_Neale_UKBB_1	5519	0.715290249988882	PC2 (1e-02)	1
20002_1194_PanUKBB_PanUKBBR1_1	225	0.0432220169017838	PC21 (4e-02)	0.0407682551186809
20002_1194_PanUKBB_PanUKBBR2_1	5519	0.403866999325202	PC2 (5e-02)	1
20002_1196_Neale_UKBB_1	5519	0.0785172053379031	PC34 (9e-03)	1
20002_1196_PanUKBB_PanUKBBR1_1	225	0.872616411710501	PC36 (2e-01)	0.0407682551186809
20002_1196_PanUKBB_PanUKBBR2_1	5519	0.10269649056078	PC34 (3e-02)	1
20002_1197_Neale_UKBB_1	5519	0.241087015926541	PC26 (1e-02)	1
20002_1197_PanUKBB_PanUKBBR1_1	225	0.00258992775090645	PC34 (9e-02)	0.0407682551186809
20002_1197_PanUKBB_PanUKBBR2_1	5519	0.5513162319602	PC20 (3e-02)	1
20002_1200_Neale_UKBB_1	5519	0.0311087210694375	PC31 (5e-03)	1
20002_1200_PanUKBB_PanUKBBR1_1	225	0.491543925924844	PC27 (2e-02)	0.0407682551186809
20002_1200_PanUKBB_PanUKBBR2_1	5519	0.00527091940397473	PC36 (2e-03)	1
20002_1201_Neale_UKBB_1	5519	0.210466933288463	PC38 (2e-02)	1
20002_1201_PanUKBB_PanUKBBR1_1	225	0.405928589207062	PC31 (9e-03)	0.0407682551186809
20002_1201_PanUKBB_PanUKBBR2_1	5519	0.170988585832177	PC1 (2e-02)	1
20002_1202_Neale_UKBB_1	5519	0.0429683883478377	PC6 (2e-03)	1
20002_1202_PanUKBB_PanUKBBR1_1	225	0.155994517804092	PC21 (2e-03)	0.0407682551186809
20002_1202_PanUKBB_PanUKBBR2_1	5519	0.00605162229582822	PC6 (6e-04)	1
20002_1220_Neale_UKBB_1	5519	0.0122263218595688	PC13 (1e-02)	1
20002_1220_PanUKBB_PanUKBBR1_1	225	2.00053672109216e-08	PC8 (1e-02)	0.0407682551186809
20002_1220_PanUKBB_PanUKBBR2_1	5519	0.0299479506238153	PC10 (8e-03)	1
20002_1222_Neale_UKBB_1	5519	0.134324960040239	PC34 (4e-03)	1
20002_1222_PanUKBB_PanUKBBR1_1	225	0.0423981611109105	PC33 (4e-03)	0.0407682551186809
20002_1222_PanUKBB_PanUKBBR2_1	5519	0.0970696072977219	PC10 (1e-02)	1
20002_1223_Neale_UKBB_1	5519	0.827641117215747	PC11 (9e-03)	1
20002_1223_PanUKBB_PanUKBBR1_1	225	0.0136417970046599	PC21 (9e-03)	0.0407682551186809
20002_1223_PanUKBB_PanUKBBR2_1	5519	0.843499902711648	PC10 (2e-02)	1
20002_1224_Neale_UKBB_1	5519	0.657393546998239	PC40 (5e-02)	1
20002_1224_PanUKBB_PanUKBBR1_1	225	0.491229416292391	PC30 (6e-03)	0.0407682551186809
20002_1224_PanUKBB_PanUKBBR2_1	5519	0.813404553944471	PC1 (3e-02)	1
20002_1225_Neale_UKBB_1	5519	1.06807506783706e-05	PC7 (7e-04)	1
20002_1225_PanUKBB_PanUKBBR1_1	225	0.231395204766019	PC16 (3e-01)	0.0407682551186809
20002_1225_PanUKBB_PanUKBBR2_1	5518	0.000265462747232431	PC30 (1e-03)	0.999818807755028
20002_1226_Neale_UKBB_1	5519	1.36534692594621e-82	PC11 (1e-20)	1
20002_1226_PanUKBB_PanUKBBR1_1	225	5.605542490466e-11	PC36 (6e-03)	0.0407682551186809
20002_1226_PanUKBB_PanUKBBR2_1	5519	1.56860033798119e-92	PC11 (7e-21)	1
20002_1229_Neale_UKBB_1	5519	0.406247867049158	PC36 (7e-03)	1
20002_1229_PanUKBB_PanUKBBR1_1	225	0.435704884080414	PC36 (7e-03)	0.0407682551186809
20002_1229_PanUKBB_PanUKBBR2_1	5519	0.231649582492722	PC36 (5e-03)	1
20002_1230_PanUKBB_PanUKBBR1_1	225	0.110157080492999	PC38 (2e-03)	0.0407682551186809
20002_1230_PanUKBB_PanUKBBR2_1	5519	0.941389573380053	PC14 (9e-02)	1
20002_1234_Neale_UKBB_1	5519	0.00116220251823667	PC27 (8e-04)	1
20002_1234_PanUKBB_PanUKBBR1_1	225	0.123566592464032	PC12 (2e-02)	0.0407682551186809
20002_1234_PanUKBB_PanUKBBR2_1	5519	0.00364044634366087	PC27 (1e-03)	1
20002_1238_Neale_UKBB_1	5519	0.595256674805184	PC16 (5e-03)	1
20002_1238_PanUKBB_PanUKBBR1_1	225	0.294602447335703	PC32 (2e-03)	0.0407682551186809
20002_1238_PanUKBB_PanUKBBR2_1	5519	0.610439495786303	PC16 (6e-03)	1
20002_1240_Neale_UKBB_1	5519	0.271258313705398	PC13 (9e-03)	1
20002_1240_PanUKBB_PanUKBBR1_1	225	0.501633822797839	PC6 (2e-02)	0.0407682551186809
20002_1240_PanUKBB_PanUKBBR2_1	5519	0.104254368898782	PC13 (4e-03)	1
20002_1242_Neale_UKBB_1	5519	0.289992114351282	PC16 (2e-02)	1
20002_1242_PanUKBB_PanUKBBR1_1	225	0.744738876989899	PC31 (5e-02)	0.0407682551186809
20002_1242_PanUKBB_PanUKBBR2_1	5519	0.574597602090177	PC3 (3e-02)	1
20002_1243_Neale_UKBB_1	5519	0.787096980409165	PC1 (8e-02)	1
20002_1243_PanUKBB_PanUKBBR1_1	225	0.936711582370801	PC27 (1e-01)	0.0407682551186809
20002_1243_PanUKBB_PanUKBBR2_1	5519	0.906218575092979	PC34 (1e-01)	1
20002_1246_Neale_UKBB_1	5519	0.633042998293423	PC5 (1e-02)	1
20002_1246_PanUKBB_PanUKBBR1_1	225	0.14182049747749	PC29 (1e-03)	0.0407682551186809
20002_1246_PanUKBB_PanUKBBR2_1	5519	0.52476253895765	PC5 (1e-02)	1
20002_1247_Neale_UKBB_1	5519	0.27399728144627	PC19 (3e-03)	1
20002_1247_PanUKBB_PanUKBBR1_1	225	0.927336978102172	PC36 (2e-02)	0.0407682551186809
20002_1247_PanUKBB_PanUKBBR2_1	5519	0.281971389394777	PC30 (3e-02)	1
20002_1249_Neale_UKBB_1	5519	0.811858721396769	PC24 (4e-02)	1
20002_1249_PanUKBB_PanUKBBR1_1	225	0.7626993128749	PC11 (1e-02)	0.0407682551186809
20002_1249_PanUKBB_PanUKBBR2_1	5519	0.551436545027817	PC5 (1e-02)	1
20002_1250_Neale_UKBB_1	5519	0.828560787393879	PC1 (7e-03)	1
20002_1250_PanUKBB_PanUKBBR1_1	225	0.144630004137405	PC34 (7e-02)	0.0407682551186809
20002_1250_PanUKBB_PanUKBBR2_1	5519	0.19943319041992	PC31 (1e-02)	1
20002_1251_Neale_UKBB_1	5519	0.936439797970016	PC22 (5e-02)	1
20002_1251_PanUKBB_PanUKBBR1_1	225	0.63335927808153	PC18 (2e-02)	0.0407682551186809
20002_1251_PanUKBB_PanUKBBR2_1	5519	0.985891971378639	PC22 (4e-02)	1
20002_1254_Neale_UKBB_1	5519	0.490663870016777	PC26 (2e-03)	1
20002_1254_PanUKBB_PanUKBBR1_1	225	0.859641928897343	PC23 (3e-02)	0.0407682551186809
20002_1254_PanUKBB_PanUKBBR2_1	5519	0.436270321727461	PC26 (8e-03)	1
20002_1255_Neale_UKBB_1	5519	0.221617842283232	PC16 (1e-02)	1
20002_1255_PanUKBB_PanUKBBR1_1	225	0.736834596823067	PC30 (3e-02)	0.0407682551186809
20002_1255_PanUKBB_PanUKBBR2_1	5519	0.372478080103538	PC17 (2e-02)	1
20002_1256_Neale_UKBB_1	5519	0.397909130048511	PC27 (1e-02)	1
20002_1256_PanUKBB_PanUKBBR1_1	225	0.952460411951339	PC16 (1e-01)	0.0407682551186809
20002_1256_PanUKBB_PanUKBBR2_1	5519	0.75917042874966	PC21 (3e-02)	1
20002_1257_Neale_UKBB_1	5519	0.0133700594332661	PC1 (2e-03)	1
20002_1257_PanUKBB_PanUKBBR1_1	225	0.310689453375535	PC27 (8e-02)	0.0407682551186809
20002_1257_PanUKBB_PanUKBBR2_1	5519	0.0500812494059954	PC20 (5e-03)	1
20002_1258_Neale_UKBB_1	5519	0.972173683616648	PC35 (1e-01)	1
20002_1258_PanUKBB_PanUKBBR1_1	225	0.367803283338625	PC39 (3e-02)	0.0407682551186809
20002_1258_PanUKBB_PanUKBBR2_1	5519	0.984772577223284	PC12 (1e-01)	1
20002_1261_Neale_UKBB_1	5519	0.0986358200840896	PC24 (1e-04)	1
20002_1261_PanUKBB_PanUKBBR1_1	225	0.0700670071629056	PC27 (4e-04)	0.0407682551186809
20002_1261_PanUKBB_PanUKBBR2_1	5519	0.136015106377874	PC24 (2e-04)	1
20002_1262_Neale_UKBB_1	5519	0.622817041343468	PC36 (2e-02)	1
20002_1262_PanUKBB_PanUKBBR1_1	225	0.296465470825439	PC11 (4e-02)	0.0407682551186809
20002_1262_PanUKBB_PanUKBBR2_1	5519	0.723080130768274	PC36 (8e-03)	1
20002_1263_PanUKBB_PanUKBBR1_1	225	0.191434275669933	PC2 (5e-02)	0.0407682551186809
20002_1263_PanUKBB_PanUKBBR2_1	5519	0.698786874009997	PC28 (4e-02)	1
20002_1264_Neale_UKBB_1	5519	0.0845809169885936	PC19 (5e-03)	1
20002_1264_PanUKBB_PanUKBBR1_1	225	0.743906167908924	PC30 (4e-02)	0.0407682551186809
20002_1264_PanUKBB_PanUKBBR2_1	5519	0.0197335082083565	PC19 (1e-03)	1
20002_1265_Neale_UKBB_1	5519	0.0808709663296115	PC19 (7e-04)	1
20002_1265_PanUKBB_PanUKBBR1_1	225	0.00283389707780859	PC21 (8e-02)	0.0407682551186809
20002_1265_PanUKBB_PanUKBBR2_1	5519	0.025683176328995	PC19 (5e-04)	1
20002_1266_Neale_UKBB_1	5519	0.663941047741174	PC30 (3e-02)	1
20002_1266_PanUKBB_PanUKBBR1_1	225	0.691638872215442	PC33 (2e-01)	0.0407682551186809
20002_1266_PanUKBB_PanUKBBR2_1	5519	0.638218507976389	PC30 (2e-02)	1
20002_1267_Neale_UKBB_1	5519	0.165567176941794	PC2 (2e-02)	1
20002_1267_PanUKBB_PanUKBBR1_1	225	0.879100996736703	PC29 (6e-02)	0.0407682551186809
20002_1267_PanUKBB_PanUKBBR2_1	5519	0.0863267223595997	PC2 (4e-03)	1
20002_1274_Neale_UKBB_1	5519	0.741370255860917	PC6 (2e-02)	1
20002_1274_PanUKBB_PanUKBBR1_1	225	0.328744830099257	PC36 (6e-02)	0.0407682551186809
20002_1274_PanUKBB_PanUKBBR2_1	5519	0.413591975842256	PC38 (2e-02)	1
20002_1275_Neale_UKBB_1	5519	0.964089118661115	PC6 (1e-01)	1
20002_1275_PanUKBB_PanUKBBR1_1	225	0.360945080462183	PC39 (8e-02)	0.0407682551186809
20002_1275_PanUKBB_PanUKBBR2_1	5519	0.871096499768734	PC2 (6e-02)	1
20002_1276_Neale_UKBB_1	5519	0.126128937705095	PC29 (2e-04)	1
20002_1276_PanUKBB_PanUKBBR1_1	225	0.261282240831497	PC21 (4e-02)	0.0407682551186809
20002_1276_PanUKBB_PanUKBBR2_1	5506	0.223942975262348	PC29 (6e-04)	0.997644500815365
20002_1277_Neale_UKBB_1	5519	0.667694549621926	PC3 (4e-02)	1
20002_1277_PanUKBB_PanUKBBR1_1	225	0.158405477008218	PC16 (7e-02)	0.0407682551186809
20002_1277_PanUKBB_PanUKBBR2_1	5519	0.5473541089507	PC14 (4e-02)	1
20002_1278_Neale_UKBB_1	5519	0.825400112604932	PC27 (4e-02)	1
20002_1278_PanUKBB_PanUKBBR1_1	225	0.0676367337255721	PC21 (2e-02)	0.0407682551186809
20002_1278_PanUKBB_PanUKBBR2_1	5519	0.717812418692121	PC28 (2e-02)	1
20002_1279_Neale_UKBB_1	5519	0.466556264137301	PC3 (7e-02)	1
20002_1279_PanUKBB_PanUKBBR1_1	225	0.0256820042474238	PC27 (2e-02)	0.0407682551186809
20002_1279_PanUKBB_PanUKBBR2_1	5519	0.344832471444546	PC3 (5e-03)	1
20002_1281_Neale_UKBB_1	5519	0.616033896160238	PC10 (3e-02)	1
20002_1281_PanUKBB_PanUKBBR1_1	225	0.299722015802916	PC34 (2e-01)	0.0407682551186809
20002_1281_PanUKBB_PanUKBBR2_1	5519	0.455787811499634	PC7 (2e-02)	1
20002_1282_Neale_UKBB_1	5519	0.870733146174855	PC25 (1e-01)	1
20002_1282_PanUKBB_PanUKBBR1_1	225	0.713125005647323	PC36 (8e-02)	0.0407682551186809
20002_1282_PanUKBB_PanUKBBR2_1	5519	0.736702552455806	PC37 (1e-01)	1
20002_1286_Neale_UKBB_1	5519	0.183013681409805	PC14 (8e-03)	1
20002_1286_PanUKBB_PanUKBBR1_1	225	0.0256542736699574	PC16 (6e-02)	0.0407682551186809
20002_1286_PanUKBB_PanUKBBR2_1	5519	0.0341445647678111	PC14 (5e-03)	1
20002_1287_Neale_UKBB_1	5519	0.267377061337999	PC33 (4e-02)	1
20002_1287_PanUKBB_PanUKBBR1_1	225	0.478473869310129	PC34 (1e-01)	0.0407682551186809
20002_1287_PanUKBB_PanUKBBR2_1	5519	0.225703789863006	PC33 (6e-02)	1
20002_1288_Neale_UKBB_1	5519	0.0849516655687714	PC28 (2e-02)	1
20002_1288_PanUKBB_PanUKBBR1_1	225	0.180229372469238	PC29 (3e-02)	0.0407682551186809
20002_1288_PanUKBB_PanUKBBR2_1	5519	0.0472219789616962	PC28 (1e-02)	1
20002_1289_Neale_UKBB_1	5519	0.122323855704332	PC22 (4e-03)	1
